chipset,form_factor,m2_interfaces,manufacturer,memory_max_gb,memory_ram_type,memory_slots,name,sata_ports,socket
Intel B460,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,128,DDR4,4,MSI B460 M PRO-VDH DDR4 Micro ATX,4,LGA 1200
AMD A320,Micro ATX,,MSI,32,DDR4,2,MSI A320 A320M PRO-VD/S AM4 DDR4 Micro ATX,4,AM4
AMD B550,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,128,DDR4,4,Gigabyte B550M DS3H AC R2 DDR4 Micro ATX,0,AM4
Intel B760,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,192,DDR5,4,MSI B760 MAG B760M MORTAR II DDR5 Micro ATX,4,LGA 1700
AMD X870,ATX,"PCIe 5.0 x4, PCIe 5.0 x4, PCIe 4.0 x4",Colorful,192,DDR5,4,Colorful iGame X870 Senna V14,4,AM5
Intel Z690,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,192,DDR5,4,Asus Z690 PRIME Z690-P WIFI DDR5 ATX,0,LGA 1700
Intel H610,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",ASUS,96,DDR5,2,Asus H610 PRIME H610M-K ARGB LGA1700 DDR5 Micro ATX,4,LGA 1700
AMD B650,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,192,DDR5,4,Gigabyte B650 AORUS PRO AX AM5 DDR5 ATX,0,AM5
AMD X370,ATX,"PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,64,DDR4,4,Gigabyte X370 GA-AX370-Gaming K7 AM4 DDR4 ATX,8,AM4
Intel B660,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",MSI,128,DDR4,4,MSI B660 PRO M-P DDR4 Micro ATX,4,LGA 1700
Intel B660,Micro ATX,PCIe 4.0 x4,Gigabyte,64,DDR4,2,Gigabyte B660 M K (rev. 1.0) DDR4 Micro ATX LGA1700,0,LGA 1700
Intel Z790,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,256,DDR5,4,MSI MAG Z790 TOMAHAWK MAX WIFI DDR5 ATX,8,LGA 1700
Intel H610,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,64,DDR4,2,MSI H610 PRO H610M-S WIFI LGA1700 DDR4 Micro ATX,2,LGA 1700
AMD B650,ATX,"PCIe 5.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,256,DDR5,4,ASUS TUF GAMING B650E-E WIFI,4,AM5
Intel Z690,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,192,DDR5,4,Gigabyte Z690 AORUS PRO DDR5 ATX,6,LGA 1700
AMD B650,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,256,DDR5,4,ASRock B650M Pro X3D DDR5 Micro ATX,4,AM5
AMD X370,Mini-ITX,PCIe 4.0 x4,ASRock,32,DDR4,2,ASRock X370 Gaming-ITX/ac AM4 DDR4 Mini ITX,4,AM4
Intel H610,Mini-ITX,"PCIe 4.0 x4, PCIe 4.0 x4",ASRock,64,DDR4,2,ASRock H610 M-ITX/ac LGA1700 DDR4 Mini ITX,4,LGA 1700
Intel B760,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,64,DDR4,2,ASUS PRIME B760M-R D4,0,LGA 1700
Intel B860,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,256,DDR5,4,Asus B860M TUF GAMING PLUS WIFI DDR5 Micro ATX,0,LGA 1851
Intel Z690,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,192,DDR5,4,Gigabyte Z690 UD LGA1700 DDR5 ATX,6,LGA 1700
AMD B450,ATX,"PCIe 4.0 x4, PCIe 4.0 x4",MSI,64,DDR4,4,MSI B450 A PRO MAX AM4 DDR4 ATX,0,AM4
Intel Z790,Mini-ITX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,96,DDR5,2,ASRock Z790 PG-ITX/TB4 LGA1700 DDR5 Mini ITX,0,LGA 1700
AMD B550,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,128,DDR4,4,ASUS PRIME B550M-A/CSM,0,AM4
AMD B350,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",MSI,64,DDR4,4,MSI B350M PRO-VDH AM4 DDR4 Micro ATX,4,AM4
Intel B760,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",MSI,96,DDR5,2,MSI B760 PRO B760M-E DDR5 Micro ATX,4,LGA 1700
Intel B760,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,64,DDR4,2,Gigabyte B760M GAMING DDR4 Micro ATX,4,LGA 1700
AMD B850,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,256,DDR5,4,Gigabyte B850 AORUS STEALTH ICE AM5 DDR5 ATX,0,AM5
Intel B560,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,128,DDR4,4,MSI B560M MAG BAZOOKA DDR4 Micro ATX,6,LGA 1200
Intel Z690,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4 & SATA, PCIe 3.0 x 4 & SATA",NZXT,128,DDR4,4,NZXT N5 Z690 Motherboard - N5-Z69XT-B1 - Intel Z690 chipset (Supports 12th Gen CPUs) - ATX Gaming Motherboard - Integrated I/O Shield - WiFi 6E connectivity - Bluetooth V5.2 - Black,4,LGA 1700
Intel B760,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",ASUS,96,DDR5,2,ASUS PRIME B760M-F,4,LGA 1700
AMD B850,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,128,DDR5,2,ASUS PRIME B850M-K,0,AM5
Intel B860,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,256,DDR5,4,Asus B860 PRIME-PLUS LGA1851 DDR5 ATX,0,LGA 1851
AMD B850,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,256,DDR5,4,Gigabyte B850M C AM5 WIFI DDR5 Micro ATX,0,AM5
AMD B350,ATX,"PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,64,DDR4,4,Gigabyte GA-AB350-GAMING 3 ATX AM4,6,AM4
Intel Z790,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,192,DDR5,4,Gigabyte Z790 AORUS ELITE AX-W DDR5 ATX,6,LGA 1700
Intel B760,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,192,DDR5,4,ASUS PRIME B760M-A AX6,4,LGA 1700
AMD X570,ATX,"PCIe Gen4x4, PCIe Gen4x4 & SATA3",ASRock,128,DDR4,4,ASRock X570 PG Velocita AM4 AMD X570 SATA 6Gb/s ATX AMD Motherboard,8,AM4
AMD X870E,ATX,"PCIe 5.0 x4, PCIe 5.0 x4, PCIe 4.0 x4, PCIe 4.0 x2",Gigabyte,256,DDR5,4,Gigabyte X870E AORUS MASTER X3D,2,AM5
Intel B860,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,128,DDR5,2,Gigabyte B860M EAGLE V2 LGA1851 DDR5 Micro ATX,4,LGA 1851
Intel H510,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Biostar,64,DDR4,2,Biostar H510 MH/E 2.0 DDR4 Micro ATX,4,LGA 1200
Intel B460,Micro ATX,PCIe x4/x2,Gigabyte,128,DDR4,4,Gigabyte B460M DS3H AC (LGA1200/Intel/B460/MicroATX/M.2/SATA 6GB/s/USB 3.2 Gen 1/HDMI/Intel 802.11ac/Motherboard),6,LGA 1200
AMD B850,Mini-ITX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,128,DDR5,2,ASRock B850I Lightning WiFi AM5 DDR5 Mini ITX,0,AM5
AMD B650E,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,192,DDR5,4,Gigabyte B650E AORUS MASTER AM5 DDR5 ATX,0,AM5
AMD X570,ATX,"PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,128,DDR4,4,Gigabyte X570 UD DDR4 ATX,0,AM4
AMD B450,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",MSI,64,DDR4,4,MSI B450 B450M PRO-VDH AM4 DDR4 Micro ATX,0,AM4
Intel Z590,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,128,DDR4,4,Gigabyte Z590 VISION D LGA1200 DDR4 ATX,6,LGA 1200
AMD X370,ATX,"PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,64,DDR4,4,Gigabyte X370 GA-Gaming AM4 DDR4 ATX,8,AM4
Intel Z590,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,128,DDR4,4,MSI Z590 PLUS LGA1200 DDR4 ATX,4,LGA 1200
Intel H510,Micro ATX,"PCIe x4, PCIe x4, PCIe x2",Gigabyte,64,DDR4,2,H410M S2H V3 (rev.1.0/1.2),4,LGA 1200
AMD B550,Micro ATX,"PCIe 4.0 x4 and SATA Mode, NVMe PCIe 3.0 x2 and SATA Mode",Gigabyte,128,DDR4,4,B550M AORUS ELITE,4,AM4
AMD B450,Micro ATX,"PCIe 3.0 x4, PCIe 3.0 x4",MSI,128,DDR4,4,MSI B450M PRO-M2 MAX,4,AM4
AMD B850,Micro ATX,"PCIe 5.0 x4, PCIe 4.0 x4",MSI,256,DDR5,4,MSI B850 PRO M-A WIFI PZ AM5 DDR5 Micro ATX,4,AM5
Intel Z690,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,128,DDR4,4,Asus Z690-P PRIME D4 DDR4 ATX,0,LGA 1700
AMD X370,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,64,DDR4,4,ASRock X370 M Pro4 AM4 DDR4 Micro ATX,4,AM4
AMD B650,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,256,DDR5,4,ASRock B650 Steel Legend WiFi DDR5 ATX,0,AM5
AMD X870,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,256,DDR5,4,Gigabyte X870 GAMING WIFI6 AM5 DDR5 ATX,0,AM5
AMD B850,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,128,DDR5,2,Gigabyte B850M FORCE WIFI6E AM5 DDR5 Micro ATX,0,AM5
AMD X470,Mini-ITX,"PCIe 4.0 x4, PCIe 4.0 x4",Biostar,32,DDR4,2,Biostar X470 GTN AM4 DDR4 Mini ITX,4,AM4
Intel Z490,EATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,128,DDR4,4,Gigabyte Z490 AORUS XTREME LGA1200 DDR4 EATX,6,LGA 1200
Intel B560,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,128,DDR4,4,Gigabyte B560M DS3H AC DDR4 Micro ATX,0,LGA 1200
AMD X870,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,256,DDR5,4,Gigabyte X870M AORUS ELITE WIFI7 ICE AM5 DDR5 Micro ATX,0,AM5
AMD X670E,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,256,DDR5,4,ASRock X670E PG Lightning DDR5 ATX,0,AM5
Intel H410,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",Biostar,64,DDR4,2,Biostar H410 MH DDR4 Micro ATX,4,LGA 1200
AMD A620,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",Biostar,96,DDR5,2,Biostar A620 MT AM5 DDR5 Micro ATX,4,AM5
Intel B560,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,128,DDR4,4,MSI B560M PRO-VDH WIFI (CEC) DDR4 Micro ATX,8,LGA 1200
Intel B860,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,256,DDR5,4,Gigabyte B860M AORUS PRO WIFI7 DDR5 Micro ATX,4,LGA 1851
AMD X570,EATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,128,DDR4,4,MSI X570 MEG GODLIKE AM4 DDR4 EATX,6,AM4
Intel Z690,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Biostar,128,DDR4,4,Biostar Z690 GTA LGA1700 DDR4 ATX,8,LGA 1700
Intel Z590,ATX,"PCIe 4.0 x4, PCIe 3.0 x4, PCIe 3.0 x4",ASRock,128,DDR4,4,Z590 PG Velocita,6,LGA 1200
Intel B760,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,192,DDR5,4,MSI B760-P PRO WIFI DDR5 ATX,0,LGA 1700
Intel H410,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,64,DDR4,2,ASRock H410 H410M-HDV/M.2 LGA1200 DDR4 Micro ATX,4,LGA 1200
AMD X870E,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,192,DDR5,4,Asus X870E ProArt CREATOR WIFI AM5 DDR5 ATX,0,AM5
AMD B450,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",ECS,64,DDR4,4,ECS B450 AM4-M DDR4 Micro ATX,4,AM4
Intel B760,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Biostar,192,DDR5,4,Biostar B760M SILVER LGA1700 DDR5 Micro ATX,6,LGA 1700
AMD A320,Mini-ITX,PCIe 4.0 x4,ASRock,32,DDR4,2,ASRock A320 M-ITX AM4 DDR4 Mini ITX,4,AM4
Intel B760,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,96,DDR5,2,Gigabyte B760M G AX DDR5 Micro ATX,4,LGA 1700
Intel Z590,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,128,DDR4,4,MSI Z590 MEG ACE LGA1200 DDR4 ATX,6,LGA 1200
Intel Z490,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,128,DDR4,4,Asus PRIME Z490-A ATX LGA1200,6,LGA 1200
Intel Z490,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,128,DDR4,4,ASRock Z490 Extreme4 DDR4 ATX,6,LGA 1200
Intel B760,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,128,DDR4,4,MSI MAG B760 TOMAHAWK WIFI DDR4 ATX,0,LGA 1700
AMD B650,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,128,DDR5,4,Asus PRIME B650M-A WIFI,4,AM5
Intel B860,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,256,DDR5,4,Gigabyte B860 AORUS ELITE WIFI7 ICE DDR5 ATX,0,LGA 1851
Intel Z790,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,192,DDR5,4,ASUS ROG STRIX Z790-A GAMING WIFI DDR5 ATX,0,LGA 1700
AMD X570,EATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe",EVGA,64,DDR4,2,EVGA X570 Dark,8,AM4
Intel B860,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,256,DDR5,4,ASRock B860 Pro RS WiFi LGA1851 DDR5 ATX,0,LGA 1851
AMD B650,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,256,DDR5,4,ASRock B650 Pro RS WiFi DDR5 ATX,4,AM5
AMD B850,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,256,DDR5,4,ASUS TUF GAMING B850-E WIFI,0,AM5
AMD X870E,EATX,"PCIe 5.0 x4, PCIe 5.0 x4, PCIe 4.0 x4, PCIe 4.0 x2, PCIe 4.0 x4",MSI,256,DDR5,4,MSI MEG X870E GODLIKE AM5 DDR5 EATX,4,AM5
Intel H470,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,64,DDR4,2,ASRock H470 M-HDV/M.2 DDR4 Micro ATX,0,LGA 1200
Intel B760,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,192,DDR5,4,ASUS TUF GAMING B760M-PLUS,4,LGA 1700
AMD A320,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",ASUS,32,DDR4,2,Asus A320 PRIME A320M-K DDR4 Micro ATX,0,AM4
Intel H770,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,192,DDR5,4,Asus H770 PRIME H770-PLUS LGA1700 DDR5 ATX,4,LGA 1700
Intel Z790,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,192,DDR5,4,Gigabyte Z790 D AX DDR5 ATX,0,LGA 1700
Intel Z490,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,128,DDR4,4,Gigabyte Z490 UD AC-Y1 DDR4 ATX LGA1200,4,LGA 1200
Intel B760,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",MSI,64,DDR4,2,MSI B760 PRO M-E DDR4 Micro ATX,0,LGA 1700
AMD A620,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,256,DDR5,4,Gigabyte A620 AM C AM5 DDR5 Micro ATX,0,AM5
AMD A620,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,192,DDR5,4,Asus A620 PRIME A620-PLUS WIFI AM5 DDR5 ATX,4,AM5
Intel H510,Micro ATX,,MSI,64,DDR4,2,MSI H510 M PRO-E DDR4 Micro ATX,4,LGA 1200
AMD B650,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,128,DDR5,2,ASRock B650 M-HDV/M.2 White AM5 DDR5 Micro ATX,0,AM5
Intel Z490,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,128,DDR4,4,Asus Z490-PLUS TUF GAMING (WI-FI) DDR4 ATX,0,LGA 1200
Intel Z690,Mini-ITX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,64,DDR4,2,Gigabyte Z690I AORUS ULTRA DDR4,4,LGA 1700
Intel B460,Mini-ITX,"PCIE3.0x4, PCIE3.0x4",ASUS,64,DDR4,2,ASUSROGSTRIXB460-IGAMING,4,LGA 1200
AMD X570,ATX,"PCIe 4.0 x4 & SATA3, PCIe 4.0 x4 & SATA3, WiFi",ASRock,128,DDR4,4,ASRock X570 Extreme4,8,AM4
AMD X870,Mini-ITX,"PCIe 5.0 x4, PCIe 4.0 x4",ASUS,128,DDR5,2,Asus X870 ROG STRIX X870-I GAMING WIFI AM5 DDR5 Mini ITX,2,AM5
Intel Z690,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,192,DDR5,4,ASRock Z690 Phantom Gaming 4/D5 DDR5 ATX,4,LGA 1700
Intel Z890,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,256,DDR5,4,ASRock Z890 Pro RS WiFi White,0,LGA 1851
Intel B760,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,256,DDR5,4,Gigabyte B760M DS3H GEN5 LGA1700 DDR5 Micro ATX,0,LGA 1700
AMD X370,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,64,DDR4,4,ASRock X370 KILLER SLI/ac AM4 DDR4 ATX,6,AM4
AMD X470,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,64,DDR4,4,ASRock X470 Fatal1ty Gaming K4 DDR4 ATX,6,AM4
AMD X670,ATX,"PCIe 5.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,256,DDR5,4,Gigabyte X670 GAMING X AX (rev. 1.0) DDR5 ATX,4,AM5
AMD B350,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,64,DDR4,4,Gigabyte AB350M DS3H V2 AM4 DDR4 Micro ATX,4,AM4
Intel Z790,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,192,DDR5,4,MSI Z790 PRO S WIFI DDR5 ATX,0,LGA 1700
AMD X570,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",EVGA,128,DDR4,4,EVGA X570 FTW WIFI DDR4 ATX,8,AM4
AMD X870,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,192,DDR5,4,Asus X870 PRIME X870-P AM5 DDR5 ATX,0,AM5
Intel Z490,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,128,DDR4,4,Asus Z490-E ROG STRIX GAMING DDR4 ATX,0,LGA 1200
AMD B650,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,192,DDR5,4,Gigabyte B650M AORUS ELITE AX ICE DDR5 Micro ATX,0,AM5
Intel Z690,EATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,192,DDR5,4,Gigabyte Z690 AORUS XTREME WIFI DDR5 EATX,4,LGA 1700
AMD X470,ATX,"PCIe 3.0 x4, SATA3, PCIe 2.0 x2, SATA3",ASRock,64,DDR4,4,ASRock X470 Master SLI/AC AM4 AMD Ryzen 3000 Series CPU Ready ATX AMD Motherboard,6,AM4
Intel Z490,EATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",EVGA,64,DDR4,2,EVGA Z490 DARK K|NGP|N LGA1200 DDR4 EATX,8,LGA 1200
AMD X570,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,128,DDR4,4,ASUS ROG Strix X570-E Gaming AM4 DDR4 ATX,0,AM4
Intel B860,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,128,DDR5,2,MSI B860M GAMING WIFI DDR5 Micro ATX,0,LGA 1851
AMD X570,ATX,"PCIe 4.0 x4, PCIe 4.0 x4",MSI,128,DDR4,4,MSI MPG X570 GAMING PRO CARBON WIFI,6,AM4
Intel B760,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,128,DDR4,4,ASUS PRIME B760M-A WIFI D4-CSM,4,LGA 1700
Intel Z490,ATX,"PCIe 3.0 x4 SATA 6Gb/s, PCIe 3.0 x4 SATA 6Gb/s, PCIe 3.0 x4 SATA 6Gb/s",MSI,128,DDR4,4,MSI Z490-A PRO ATX Motherboard,6,LGA 1200
Intel B860,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,128,DDR5,2,Asus B860 EX-B860M-V5 LGA1851 DDR5 Micro ATX,4,LGA 1851
